,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
0,7113,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,FH Edwards,1,0,0.3,1,0,1,0,101
1,7114,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,FH Edwards,1,0,0.4,1,0,1,0,101
2,7115,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,FH Edwards,1,0,0.5,1,0,1,0,101
3,7116,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,FH Edwards,1,0,0.6,1,0,1,0,101
4,7119,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,2,1,1.3,2,1,1,0,101
5,7120,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,2,1,1.4,2,1,1,0,101
6,7121,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,2,1,1.5,2,1,1,0,101
7,7122,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,2,1,1.6,2,1,1,0,101
8,7129,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,2,1,3.1,2,1,1,0,101
9,7130,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,6,1,3.2,6,1,4,1,101
10,7131,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,12,1,3.3,12,1,10,1,101
11,7132,59,19/04/2009,Newlands,Kolkata Knight Riders,Deccan Chargers,CH Gayle,RP Singh,12,2,3.4,12,2,10,1,101
12,8601,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,2,1,0.4,2,1,1,0,139
13,8602,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,3,1,0.5,3,1,1,1,139
14,8604,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,3,1,1.1,3,1,1,1,139
15,8605,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,7,1,1.2,7,1,5,1,139
16,8606,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,8,1,1.3,8,1,6,1,139
17,8608,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,9,1,1.5,9,1,6,2,139
18,8609,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,13,1,1.6,13,1,10,2,139
19,8613,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,18,1,2.4,18,1,14,3,139
20,8614,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,23,1,2.4,23,1,14,3,139
21,8615,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,23,1,2.5,23,1,14,3,139
22,8616,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,23,1,2.6,23,1,14,3,139
23,8623,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,37,1,4.1,37,1,17,14,139
24,8624,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,39,1,4.2,39,1,17,16,139
25,8625,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,39,1,4.3,39,1,17,16,139
26,8626,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,43,1,4.4,43,1,20,17,139
27,8627,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,43,1,4.5,43,0,20,17,139
28,8628,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,44,1,4.6,43,0,21,17,139
29,8629,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,44,1,5.1,43,0,21,17,139
30,8630,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,44,1,5.2,42,0,21,17,139
31,8631,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,45,1,5.3,43,0,22,17,139
32,8635,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,45,2,6.1,38,1,22,0,139
33,8636,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,45,2,6.2,37,1,22,0,139
34,8637,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,46,2,6.3,37,1,23,0,139
35,8639,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,48,2,6.5,35,1,24,1,139
36,8641,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,48,2,7.1,35,1,24,1,139
37,8642,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,52,2,7.2,38,1,28,1,139
38,8643,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,A Kumble,53,2,7.3,35,1,29,1,139
39,8647,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,54,2,8.1,31,1,30,1,139
40,8651,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,55,3,8.5,22,2,30,1,139
41,8652,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,P Kumar,56,3,8.6,19,2,31,1,139
42,8653,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,56,3,9.1,19,2,31,1,139
43,8654,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,57,3,9.2,18,2,32,1,139
44,8657,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,RE van der Merwe,59,3,9.5,16,2,33,2,139
45,8659,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,62,3,10.1,18,2,34,4,139
46,8662,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,64,3,10.4,19,2,35,5,139
47,8664,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Pietersen,66,3,10.6,21,1,36,6,139
48,8665,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Appanna,70,3,11.1,25,1,40,6,139
49,8666,71,29/04/2009,Kingsmead,Kolkata Knight Riders,Royal Challengers Bangalore,CH Gayle,KP Appanna,70,4,11.2,25,2,40,6,139
50,9597,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,5,0,0.6,5,0,3,1,153
51,9598,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,5,0,1.1,5,0,3,1,153
52,9599,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,5,0,1.2,5,0,3,1,153
53,9600,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,5,0,1.3,5,0,3,1,153
54,9601,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,5,0,1.4,5,0,3,1,153
55,9602,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,5,0,1.5,5,0,3,1,153
56,9603,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,7,0,1.6,7,0,3,3,153
57,9605,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,8,0,2.2,8,0,4,3,153
58,9606,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,8,0,2.3,8,0,4,3,153
59,9607,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,8,0,2.4,8,0,4,3,153
60,9608,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,9,0,2.5,9,0,4,4,153
61,9610,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,13,0,3.1,13,0,8,4,153
62,9611,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,IK Pathan,14,0,3.2,14,0,9,4,153
63,9617,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,19,0,4.1,19,0,13,4,153
64,9618,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,23,0,4.2,23,0,17,4,153
65,9619,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,23,0,4.3,23,0,17,4,153
66,9620,79,03/05/2009,St George's Park,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,YA Abdulla,23,1,4.4,23,1,17,4,153
67,15574,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,4,0,0.1,4,0,4,0,155
68,15575,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,5,0,0.2,5,0,5,0,155
69,15577,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,6,0,0.4,6,0,5,0,155
70,15578,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,6,0,0.5,6,0,5,0,155
71,15579,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,10,0,0.6,10,0,5,0,155
72,15581,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,11,0,1.2,11,0,5,1,155
73,15582,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,11,0,1.3,11,0,5,1,155
74,15583,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,11,0,1.4,11,0,5,1,155
75,15584,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,11,0,1.5,11,0,5,1,155
76,15585,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,11,0,1.6,11,0,5,1,155
77,15599,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,29,0,4.1,29,0,17,5,155
78,15600,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,29,0,4.2,29,0,17,5,155
79,15601,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,29,0,4.3,29,0,17,5,155
80,15602,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,33,0,4.4,33,0,17,9,155
81,15603,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,34,0,4.5,34,0,17,10,155
82,15605,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,34,0,5.1,29,0,17,10,155
83,15606,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,35,0,5.1,29,0,17,10,155
84,15607,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,35,0,5.2,29,0,17,10,155
85,15608,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,36,0,5.2,30,0,17,10,155
86,15609,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,37,0,5.3,27,0,17,11,155
87,15613,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,42,0,6.1,31,0,21,12,155
88,15615,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,44,0,6.3,33,0,21,13,155
89,15618,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,46,0,6.6,27,0,22,14,155
90,15619,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,52,0,7.1,29,0,22,20,155
91,15620,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,53,0,7.2,29,0,22,21,155
92,15623,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,55,0,7.5,30,0,23,22,155
93,15627,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,57,0,8.3,28,0,25,22,155
94,15628,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,58,0,8.4,29,0,25,23,155
95,15630,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,60,0,8.6,31,0,26,24,155
96,15631,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,61,0,9.1,32,0,26,25,155
97,15633,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,63,0,9.3,29,0,27,26,155
98,15635,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,65,0,9.5,31,0,28,27,155
99,15637,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,68,0,10.1,33,0,30,28,155
100,15640,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,70,0,10.4,33,0,31,29,155
101,15643,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,71,1,11.0,29,1,29,0,155
102,15644,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,71,1,11.1,28,1,29,0,155
103,15645,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,72,1,11.2,28,1,30,0,155
104,15647,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,73,1,11.4,28,1,30,1,155
105,15648,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,74,1,11.5,28,1,31,1,155
106,15650,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,75,1,12.1,22,1,32,1,155
107,15652,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,78,1,12.3,24,1,34,2,155
108,15653,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,78,1,12.4,23,1,34,2,155
109,15654,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Harbhajan Singh,79,1,12.5,23,1,35,2,155
110,15657,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,85,1,13.2,28,1,39,4,155
111,15658,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,86,1,13.3,28,1,40,4,155
112,15663,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,95,1,14.2,32,1,41,12,155
113,15665,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,96,1,14.4,31,1,41,13,155
114,15666,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,97,1,14.4,30,1,41,13,155
115,15667,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,98,1,14.5,30,1,42,13,155
116,15669,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,106,1,15.1,37,1,46,17,155
117,15670,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,110,1,15.2,40,1,50,17,155
118,15671,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,111,1,15.3,41,1,50,17,155
119,15674,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,118,1,15.6,47,0,56,18,155
120,15676,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,120,1,16.2,47,0,57,19,155
121,15678,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,123,1,16.4,49,0,59,20,155
122,15679,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,DJ Bravo,124,1,16.5,50,0,59,20,155
123,15682,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,130,1,17.2,52,0,63,22,155
124,15683,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,134,1,17.3,56,0,67,22,155
125,15684,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,136,1,17.4,57,0,69,22,155
126,15685,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,R McLaren,137,1,17.5,57,0,70,22,155
127,15687,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,140,1,18.1,55,0,71,24,155
128,15689,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,142,1,18.3,54,0,72,25,155
129,15691,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,144,1,18.4,51,0,72,26,155
130,15692,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,SL Malinga,147,1,18.5,53,0,75,26,155
131,15699,127,22/03/2010,Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,CH Gayle,Z Khan,155,3,19.6,49,2,75,3,155
132,16208,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,0,0,0.1,0,0,0,0,183
133,16209,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,0,0,0.2,0,0,0,0,183
134,16210,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,4,0,0.3,4,0,4,0,183
135,16211,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,8,0,0.4,8,0,8,0,183
136,16212,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,11,0,0.4,11,0,10,0,183
137,16213,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,15,0,0.5,15,0,10,0,183
138,16214,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,B Lee,19,0,0.6,19,0,14,0,183
139,16221,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,27,0,2.1,27,0,14,8,183
140,16222,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,27,0,2.2,27,0,14,8,183
141,16223,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,27,0,2.3,27,0,14,8,183
142,16224,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,28,0,2.3,28,0,14,8,183
143,16225,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,28,0,2.4,28,0,14,8,183
144,16226,132,27/03/2010,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,28,1,2.5,28,1,14,8,183
145,17221,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,Jaskaran Singh,10,0,1.1,10,0,10,0,181
146,17222,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,Jaskaran Singh,10,0,1.2,10,0,10,0,181
147,17223,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,Jaskaran Singh,14,0,1.3,14,0,10,4,181
148,17224,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,Jaskaran Singh,14,0,1.4,14,0,10,4,181
149,17225,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,Jaskaran Singh,15,0,1.5,15,0,10,4,181
150,17227,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,A Symonds,15,0,2.1,15,0,10,4,181
151,17228,140,01/04/2010,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,CH Gayle,A Symonds,15,1,2.2,15,1,10,4,181
152,17718,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,10,0,1.1,10,0,8,1,200
153,17721,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,13,0,1.3,13,0,9,2,200
154,17725,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,17,0,2.1,17,0,13,2,200
155,17726,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,17,0,2.2,17,0,13,2,200
156,17727,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,21,0,2.3,21,0,13,6,200
157,17728,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,21,0,2.4,21,0,13,6,200
158,17729,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,21,0,2.5,21,0,13,6,200
159,17730,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,SJ Srivastava,25,0,2.6,25,0,13,10,200
160,17745,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,J Theron,51,0,5.2,46,0,34,14,200
161,17746,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,J Theron,52,0,5.3,47,0,34,15,200
162,17751,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,54,0,6.2,41,0,36,15,200
163,17752,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,54,0,6.3,41,0,36,15,200
164,17753,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,55,0,6.4,38,0,36,16,200
165,17756,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,56,0,7.1,39,0,36,17,200
166,17760,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,57,1,7.5,32,1,17,1,200
167,17761,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,58,1,7.6,33,1,18,1,200
168,17762,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,58,1,8.1,29,1,18,1,200
169,17763,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,58,1,8.2,29,1,18,1,200
170,17764,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,59,1,8.3,29,1,19,1,200
171,17766,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,61,1,8.5,31,1,20,2,200
172,17770,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,65,1,9.3,22,1,22,4,200
173,17771,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RS Bopara,66,1,9.4,23,1,23,4,200
174,17776,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,71,1,10.3,19,1,24,8,200
175,17778,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,72,1,10.5,20,1,24,9,200
176,17779,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,RR Powar,78,1,10.6,25,1,30,9,200
177,17781,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,80,1,11.2,26,1,30,10,200
178,17784,144,04/04/2010,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,PP Chawla,85,1,11.5,30,1,34,11,200
