,index,mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
349,29363,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,93,0,8.3,37,0,48,37,185
350,29365,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,95,0,8.4,38,0,48,38,185
351,29366,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,99,0,8.5,42,0,52,38,185
352,29367,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,100,0,8.6,43,0,53,38,185
353,29368,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,101,0,9.1,43,0,54,38,185
354,29371,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,103,0,9.3,36,0,54,39,185
355,29372,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,104,0,9.4,37,0,55,39,185
356,29374,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,AN Ahmed,111,0,9.6,44,0,61,40,185
357,29376,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,113,0,10.2,45,0,62,41,185
358,29379,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,114,1,10.5,45,1,63,0,185
359,29381,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,115,1,11.1,41,1,64,0,185
360,29383,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,117,1,11.3,42,1,65,1,185
361,29385,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,118,1,11.5,42,1,65,2,185
362,29386,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,119,1,11.6,39,1,66,2,185
363,29387,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,121,1,12.1,35,1,68,2,185
364,29388,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,121,1,12.2,34,1,68,2,185
365,29389,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,122,1,12.2,34,1,68,2,185
366,29390,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,123,1,12.3,33,1,69,2,185
367,29393,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,KA Pollard,130,1,12.6,37,1,75,3,185
368,29395,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,137,1,13.2,42,1,81,4,185
369,29396,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,143,1,13.3,44,1,87,4,185
370,29397,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,Harbhajan Singh,144,1,13.4,44,1,88,4,185
371,29401,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,147,1,14.2,44,1,89,6,185
372,29403,238,27/05/2011,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,148,2,14.4,43,2,89,7,185
373,30999,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,7,0,0.4,7,0,5,2,205
374,31000,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,7,0,0.5,7,0,5,2,205
375,31001,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,9,0,0.6,9,0,5,4,205
376,31008,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DE Bollinger,15,0,1.6,15,0,10,4,205
377,31022,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,39,0,4.2,39,0,33,5,205
378,31027,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,52,0,5.1,48,0,45,6,205
379,31032,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,55,1,5.5,45,1,7,1,205
380,31035,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,58,1,6.2,44,1,8,3,205
381,31040,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,63,1,7.1,48,1,9,7,205
382,31042,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,65,1,7.2,44,1,9,8,205
383,31043,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,66,1,7.3,41,1,10,8,205
384,31046,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,68,1,7.5,38,1,10,9,205
385,31047,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,69,1,7.6,39,1,11,9,205
386,31048,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,75,1,8.1,45,1,17,9,205
387,31049,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,81,1,8.2,45,1,23,9,205
388,31050,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,82,1,8.3,45,1,24,9,205
389,31052,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,84,1,8.4,45,1,24,10,205
390,31053,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,90,1,8.5,45,1,30,10,205
391,31054,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SK Raina,90,1,8.6,45,1,30,10,205
392,31057,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,92,1,9.3,40,1,31,11,205
393,31061,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,97,1,10.1,43,0,32,15,205
394,31063,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,JA Morkel,99,1,10.3,43,0,33,16,205
395,31068,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,110,1,11.1,48,0,33,22,205
396,31069,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,111,1,11.2,49,0,34,22,205
397,31071,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,116,1,11.4,52,0,38,23,205
398,31072,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,117,1,11.5,52,0,39,23,205
399,31075,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,120,1,12.2,53,0,40,25,205
400,31077,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,122,1,12.4,53,0,41,26,205
401,31080,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,122,1,13.1,40,0,41,26,205
402,31081,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,128,1,13.2,45,0,47,26,205
403,31082,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,134,1,13.3,50,0,53,26,205
404,31083,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,SB Jakati,135,1,13.4,45,0,54,26,205
405,31086,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,141,1,14.1,50,0,60,26,205
406,31087,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,142,1,14.2,50,0,61,26,205
407,31090,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,144,1,14.4,48,0,61,27,205
408,31091,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,DJ Bravo,145,1,14.5,48,0,62,27,205
409,31093,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,150,1,15.1,51,0,63,31,205
410,31096,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,159,1,15.4,55,0,67,36,205
411,31097,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,R Ashwin,160,1,15.5,55,0,68,36,205
412,31100,252,12/04/2012,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,RA Jadeja,162,2,16.2,50,1,68,38,205
413,33275,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,GB Hogg,62,2,9.6,35,1,27,1,189
414,33276,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Chandila,62,2,10.1,34,1,27,1,189
415,33277,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Chandila,62,2,10.2,33,1,27,1,189
416,33278,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Chandila,63,2,10.3,34,1,27,2,189
417,33280,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Chandila,64,2,10.5,31,1,28,2,189
418,33281,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Chandila,64,2,10.6,27,1,28,2,189
419,33284,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,GB Hogg,67,2,11.3,28,1,29,4,189
420,33285,270,23/04/2012,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,GB Hogg,67,3,11.4,28,2,29,4,189
421,34699,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,8,1,1.6,8,1,1,0,158
422,34701,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,9,1,2.2,9,1,2,0,158
423,34702,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,9,1,2.3,9,1,2,0,158
424,34703,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,10,1,2.4,10,1,2,1,158
425,34706,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,10,1,3.1,10,1,2,1,158
426,34707,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,11,1,3.2,11,1,2,2,158
427,34709,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,16,1,3.4,16,1,6,3,158
428,34710,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,20,1,3.5,20,1,10,3,158
429,34711,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,RJ Harris,24,1,3.6,24,1,14,3,158
430,34720,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,30,1,5.3,30,1,14,9,158
431,34721,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,31,1,5.4,31,1,15,9,158
432,34723,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,33,1,5.6,32,1,16,10,158
433,34724,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,33,1,6.1,26,1,16,10,158
434,34725,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,34,1,6.2,27,1,17,10,158
435,34727,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,35,1,6.4,28,0,17,11,158
436,34728,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Kumar,36,1,6.5,28,0,18,11,158
437,34732,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,43,1,7.3,34,0,19,17,158
438,34737,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,46,1,8.2,35,0,20,19,158
439,34741,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,48,1,8.6,24,0,21,20,158
440,34742,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,54,1,9.1,30,0,27,20,158
441,34743,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,55,1,9.2,31,0,28,20,158
442,34748,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,59,1,10.1,30,0,28,24,158
443,34749,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,61,1,10.2,31,0,30,24,158
444,34750,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,61,1,10.3,31,0,30,24,158
445,34751,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,62,1,10.4,31,0,31,24,158
446,34753,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,64,1,10.6,31,0,32,25,158
447,34754,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,70,1,11.1,37,0,38,25,158
448,34755,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,72,1,11.1,38,0,38,25,158
449,34757,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,PP Chawla,74,1,11.3,39,0,39,26,158
450,34761,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,84,1,12.1,42,0,41,34,158
451,34762,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,85,1,12.1,42,0,41,34,158
452,34763,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,86,1,12.2,43,0,42,34,158
453,34765,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,91,1,12.4,47,0,46,35,158
454,34766,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,95,1,12.5,50,0,50,35,158
455,34767,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,P Awana,101,1,12.6,55,0,56,35,158
456,34770,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,109,1,13.3,62,0,57,42,158
457,34772,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,116,1,13.5,62,0,63,43,158
458,34773,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,AM Nayar,117,1,13.6,62,0,64,43,158
459,34774,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,DJ Hussey,118,1,14.1,59,0,65,43,158
460,34776,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,DJ Hussey,120,1,14.3,61,0,66,44,158
461,34778,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,DJ Hussey,121,1,14.5,62,0,66,45,158
462,34779,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,DJ Hussey,122,1,14.6,61,0,67,45,158
463,34780,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,126,1,15.1,65,0,71,45,158
464,34781,282,02/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,Azhar Mahmood,126,2,15.2,64,1,71,45,158
465,36176,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,0,0,0.1,0,0,0,0,173
466,36177,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,0,0,0.2,0,0,0,0,173
467,36178,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,0,0,0.3,0,0,0,0,173
468,36179,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,1,0,0.4,1,0,1,0,173
469,36181,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,3,0,0.6,3,0,2,1,173
470,36182,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,5,0,1.0,5,0,3,1,173
471,36187,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,10,0,1.5,10,0,6,3,173
472,36188,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,11,0,1.6,11,0,6,4,173
473,36189,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,17,0,2.1,17,0,10,6,173
474,36190,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,17,0,2.2,17,0,10,6,173
475,36191,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,17,0,2.3,17,0,10,6,173
476,36192,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,18,0,2.4,18,0,11,6,173
477,36194,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,K Upadhyay,25,0,2.6,25,0,17,7,173
478,36199,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,29,0,3.4,29,0,17,8,173
479,36200,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,29,0,3.5,29,0,17,8,173
480,36201,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,29,0,3.6,29,0,17,8,173
481,36204,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,31,0,4.3,31,0,18,9,173
482,36207,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,37,0,4.5,37,0,22,10,173
483,36208,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AC Thomas,41,0,4.6,41,0,26,10,173
484,36210,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,48,0,5.2,46,0,32,11,173
485,36211,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,48,0,5.3,45,0,32,11,173
486,36212,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,54,0,5.4,49,0,38,11,173
487,36213,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,60,0,5.5,51,0,44,11,173
488,36214,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,B Kumar,66,0,5.6,57,0,50,11,173
489,36217,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AD Mathews,67,0,6.3,57,0,50,12,173
490,36218,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AD Mathews,68,0,6.3,57,0,50,12,173
491,36219,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AD Mathews,68,0,6.4,51,0,50,12,173
492,36220,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AD Mathews,69,0,6.5,52,0,51,12,173
493,36222,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,73,0,7.1,55,0,55,12,173
494,36223,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,74,0,7.2,55,0,56,12,173
495,36226,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,R Sharma,76,0,7.5,48,0,57,13,173
496,36230,294,11/05/2012,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,CH Gayle,AD Mathews,80,1,8.3,51,1,57,17,173
497,36794,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,0,0,0.1,0,0,0,0,171
498,36795,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,0,0,0.2,0,0,0,0,171
499,36796,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,0,0,0.3,0,0,0,0,171
500,36797,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,0,0,0.4,0,0,0,0,171
501,36798,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,0,0,0.5,0,0,0,0,171
502,36799,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,6,0,0.6,6,0,6,0,171
503,36805,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,RP Singh,7,0,1.6,7,0,6,1,171
504,36807,299,14/05/2012,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,MM Patel,8,1,2.2,8,1,6,2,171
505,37416,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,IK Pathan,1,0,0.1,1,0,1,0,215
506,37422,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.1,11,0,10,1,215
507,37423,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.2,11,0,10,1,215
508,37424,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.3,11,0,10,1,215
509,37425,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.4,11,0,10,1,215
510,37426,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.5,11,0,10,1,215
511,37427,304,17/05/2012,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,UT Yadav,11,0,1.6,11,0,10,1,215
